fecha;turno;gas;limpieza;temChimenea;temBobeda;escoria;inactividad;natahorno;natacuba;natamaquina;briqueta;kgcuba;kglingote;kgcajacolada;cantidadcuba;cantidadlingote;cantidadcajacolada
07.01.19;1;492.0;0.0;180.0;230.0;0.0;0.0;0.0;0.0;0.0;0.0;13800.0;5600.0;0.0;23.0;8.0;0.0
07.01.19;2;386.0;230.0;180.0;328.0;0.0;0.0;0.0;0.0;0.0;0.0;16200.0;11900.0;0.0;27.0;17.0;0.0
07.01.19;3;360.0;125.0;180.0;336.0;0.0;0.0;0.0;0.0;0.0;0.0;16800.0;9100.0;0.0;28.0;13.0;0.0
08.01.19;1;361.0;120.0;150.0;410.0;0.0;0.0;0.0;0.0;0.0;0.0;19800.0;9800.0;0.0;33.0;14.0;0.0
08.01.19;2;430.0;135.0;150.0;378.0;0.0;0.0;0.0;0.0;0.0;0.0;19200.0;7000.0;0.0;32.0;10.0;0.0
08.01.19;3;473.0;105.0;150.0;458.0;0.0;0.0;0.0;0.0;0.0;0.0;22200.0;12600.0;0.0;37.0;18.0;0.0
09.01.19;1;447.0;130.0;180.0;461.0;0.0;0.0;0.0;0.0;0.0;0.0;20400.0;9800.0;0.0;34.0;14.0;0.0
09.01.19;2;451.0;110.0;180.0;452.0;0.0;0.0;0.0;0.0;0.0;0.0;22200.0;12600.0;0.0;37.0;18.0;0.0
09.01.19;3;436.0;130.0;180.0;484.0;0.0;0.0;0.0;0.0;0.0;0.0;24000.0;11900.0;0.0;40.0;17.0;0.0
10.01.19;1;320.0;120.0;180.0;414.0;0.0;0.0;0.0;0.0;0.0;0.0;19800.0;12600.0;0.0;33.0;18.0;0.0
10.01.19;2;526.0;120.0;180.0;424.0;0.0;0.0;0.0;0.0;0.0;0.0;16200.0;6300.0;0.0;27.0;9.0;0.0
10.01.19;3;485.0;90.0;180.0;431.0;0.0;0.0;0.0;0.0;0.0;0.0;21600.0;10500.0;0.0;36.0;15.0;0.0
11.01.19;1;447.0;120.0;150.0;473.0;0.0;0.0;0.0;0.0;0.0;0.0;22800.0;11900.0;0.0;38.0;17.0;0.0
11.01.19;2;478.0;150.0;150.0;450.0;0.0;0.0;0.0;0.0;0.0;0.0;21600.0;11900.0;0.0;36.0;17.0;0.0
11.01.19;3;0.0;110.0;150.0;518.0;0.0;0.0;0.0;0.0;0.0;0.0;18600.0;4200.0;0.0;31.0;6.0;0.0
14.01.19;1;477.0;0.0;175.0;205.0;0.0;0.0;0.0;0.0;0.0;0.0;18600.0;4900.0;0.0;31.0;7.0;0.0
14.01.19;2;477.0;120.0;175.0;255.0;0.0;0.0;0.0;0.0;0.0;0.0;18000.0;4200.0;0.0;30.0;6.0;0.0
14.01.19;3;477.0;120.0;175.0;371.0;0.0;0.0;0.0;0.0;0.0;0.0;16200.0;6300.0;0.0;27.0;9.0;0.0
15.01.19;1;462.0;120.0;175.0;409.0;0.0;0.0;0.0;0.0;0.0;0.0;16200.0;7700.0;0.0;27.0;11.0;0.0
15.01.19;2;432.0;120.0;175.0;446.0;0.0;0.0;0.0;0.0;0.0;0.0;19800.0;4900.0;0.0;33.0;7.0;0.0
15.01.19;3;460.0;110.0;175.0;437.0;0.0;0.0;0.0;0.0;0.0;0.0;18000.0;10500.0;0.0;30.0;15.0;0.0
16.01.19;1;452.0;60.0;180.0;728.0;0.0;0.0;0.0;0.0;0.0;0.0;17400.0;4900.0;0.0;29.0;7.0;0.0
16.01.19;2;457.0;120.0;180.0;702.0;0.0;0.0;0.0;0.0;0.0;0.0;16800.0;6300.0;0.0;28.0;9.0;0.0
16.01.19;3;0.0;125.0;180.0;715.0;0.0;0.0;0.0;0.0;0.0;0.0;12600.0;3500.0;0.0;21.0;5.0;0.0
